poi_id,name,latitude,longitude,district_id
5361,Е. К. Малиновской,55.7607242,37.6152827,1
5363,С. С. Прокофьеву,55.7601461,37.6143333,1
5365,Н. Н. Асееву,55.7593917,37.612671,1
5370,А. М. Горчакову,55.7358539,37.5950346,9
5373,И. Н. Плаксину,55.7376137,37.6201001,6
5410,Крым: Балаклава,55.7630085,37.6542418,15
5412,Крым: Гаспра,55.7631987,37.6546369,15
5414,Чемоданов,55.7581662,37.6392688,15
5415,Артиллерийский двор,55.755801,37.6188585,1
5425,В. И. Ленину,55.7571156,37.639883,15
5427,И. С. Шмелёву,55.7405971,37.621943,6
5431,М. И. Якушину,55.7705588,37.5993093,1
5432,К. И. Бескову,55.7706901,37.5996003,1
5449,25 кадр,55.7347892,37.6336777,52
5450,Е. П. Славскому,55.7398578,37.6241761,6
5452,Е. Л. Дзигану,55.7352409,37.6186976,6
5454,Г. Л. Рошалю,55.7352408,37.6186118,6
5457,Ю. Я. Райзману,55.7352408,37.6184803,6
5458,"Покровка, 6",55.7587426,37.6420301,15
5483,Рус - Покровские ворота,55.7600269,37.6510075,15
5494,Собрание,55.7506478,37.6419228,20
5513,Феллини,55.7571911,37.6569995,15
5519,Г. К. Жукову,55.7663358,37.6466197,15
