poi_id,name,latitude,longitude,district_id
158,GREENVILLE,55.760115986299176,37.551,15
159,Gregory,55.767647,37.677445,12
160,Gregory Urban,55.767706,37.677212,12
163,Grossotel,55.738313,37.604786,33
164,GROSSOTEL на Пресне,55.770021,37.579439,15
167,Guest Room SAD 2,55.769484,37.622747,50
168,Guest Room SAD 3,55.765909,37.632125,16
177,HAYAT,55.674093,37.773116,20
181,Hills Hotel,55.716761,37.510363,63
192,Hotel Pokrovka-48,55.763297,37.654859,14
201,Ibis Москва Киевская,55.74343,37.56252,59
205,INT OTEL,55.77874,37.666234,16
212,Jazz Hotel,55.660463,37.626056,23
215,Kaya boutique hotel,55.789239,37.569486,25
219,KIGO Park Legend,55.70173,37.64233,1
220,KIGO Spartak,55.823692,37.433957,40
233,KristInn,55.750073,37.770421,54
235,Kuzminki by Apart In,55.701364,37.75152,31
236,L G,55.66491,37.77683,55
237,L&G,55.704981,37.501618,63
240,La Maison Hotel на Большой Дмитровке,55.762166,37.613063,5
242,La skala,55.676981,37.76716,20
243,La skala на Краснодонской,55.674389,37.748305,20
246,LALAPART,55.80489,37.589895,56
278,Magic Сircus,55.77291,37.620766,5
279,Mamaison All-Suites Spa Hotel Pokrovka,55.761887,37.653029,14
288,Metro Apartments,55.84420323407767,37.5771,22
296,Mini-hotel Classic,55.809732,37.560987,69
297,Moon,55.64953722976329,37.7548,55
302,Moscow Home Hostel,55.739306,37.582503,33
304,Moscow Tower,55.785201,37.5685,25
310,Myhotel24 Kristalin,55.855108,37.565084,76
311,Myhotel24 Voikovskaya,55.8167,37.48991,45
316,N-House,55.74497,37.62576,4
321,NEW CITY INN,55.729747,37.639464,4
323,Nice Hostel,55.76661,37.65344,14
328,NMC APART,55.60230718517167,37.3523,79
335,Norke Prime Менделеевская,55.78607,37.606873,13
373,Port Comfort on Pokrovka,55.760282,37.64887,14
426,Sleepy House,55.7890203,37.5912123,5
497,Yes One Moscow,55.72618,37.65172,1
498,Yes Sport,55.727638,37.586508,33
632,Астра-Люкс,55.744045,37.705679,51
685,Боткинская,55.78325,37.55875,25
699,Брусника Новогиреево,55.75338,37.82471,68
744,Венеция в сердце моём,55.769777,37.646505,16
812,Гармония,55.70631,37.65852,1
1018,Круази на Кутузовском,55.73651,37.52214,59
1241,На Краснопрудной,55.776877,37.65938,16
1419,Печора,55.817694,37.462613,40
1457,Рабочая Станция,55.80245,37.58371,56
1499,Румс,55.74708,37.65861,27
1550,Семь львов,55.90653682497795,37.5549,127
1551,Семья,55.82822666395682,37.4557,40
1565,СИТИ'КО на Чистых прудах,55.762039,37.637452,14
1625,Строгинский бульвар,55.8048,37.39432,61
1627,Студии у Патриарших,55.765579,37.588952,15
1665,Тульский,55.70971011475872,37.612,1
1674,Уланский,55.74992,37.61915,5
1698,Уютный и тихий,55.83221,37.59217,22
1708,ФлигелёкЪ,55.769205,37.65744,12
1782,Шенонсо,55.76604,37.595564,15
1786,Шляпа,55.73586,37.84692,118
1797,Экспо на Кутузовском,55.74686758498785,37.5526,59
