(55.75774,37.63342)
(55.7382466,37.6419026)
(55.7318388,37.6262652) 
(55.7426208,37.6251842)
(55.744279,37.6112347)
(55.7540386,37.615436)
(55.7589429,37.6091833)
(55.7691205,37.622057)
(55.7582823,37.6343764)
(55.75774,37.63342)
